"NAMEHCR","RSSDHCR","RECORD_ID"
FIRST BOAZ BANCORPORATION,"0001082889","1,324,834,190"
"FIRST BRUNDIDGE BANCSHARES, INC.","0001245684","1,324,834,191"
"FIRST CAMDEN BANCSHARES, INC.","0001836475","1,324,834,192"
"FIRST DOZIER BANCSHARES, INC.","0003013793","1,324,834,198"
"FIRST HARTFORD BANCSHARES, INC.","0001084052","1,324,834,204"
"HNB HOLDING COMPANY, INC.","0002081834","1,324,834,205"
"FNS BANCSHARES, INC.","0001137828","1,324,834,220"
"SNB HOLDINGS, INC.","0002848653","1,324,834,223"
"FIRST BANCSHARES OF STEVENSON, INC.","0001869987","1,324,834,224"
"FIRSTBANC OF ALABAMA, INC.","0001135356","1,324,834,227"
"USAL BANCORP, INC.","0002685577","1,324,834,233"
"FARMERS BANCORPORATION, INC.","0002142306","1,324,834,237"
STATE BANCORP NORTHWEST,"0003658729","1,324,834,252"
BAKER BOYER BANCORP,"0001141870","1,324,834,265"
"HIGH PLAINS BANKING GROUP, INC.","0001062760","1,324,834,289"
"FLEMING COMMUNITY AGENCY, INC.","0002561167","1,324,834,290"
FIRST FLO CORPORATION,"0001067233","1,324,834,291"
FIRST LIBERTY CAPITAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,"0001998702","1,324,834,300"
"FIRST NEBRASKA BANCS, INC.","0001051081","1,324,834,302"
"FIRST BANKSHARES OF LAS ANIMAS, INC.","0001064027","1,324,834,304"
FIRST COLORADO FINANCIAL CORP.,"0003556375","1,324,834,315"
FIRST PIONEER BANK CORP.,"0001062528","1,324,834,323"
"FIRST FINANCIAL BANKSHARES, INC.","0001102312","1,324,834,325"
"ALBANY BANCSHARES, INC.","0001246926","1,324,834,326"
"FIRST ANDERSON BANCSHARES, INC.","0001108323","1,324,834,330"
"INDEPENDENT BANK GROUP, INC.","0003140288","1,324,834,331"
"ANSON BANCSHARES, INC.","0001103702","1,324,834,332"
"FIRST BAIRD BANCSHARES, INC.","0001105751","1,324,834,339"
"TEXAS COUNTRY BANCSHARES, INC.","0001106990","1,324,834,340"
"BASTROP BANCSHARES, INC.","0002410304","1,324,834,343"
FIRST BEEVILLE FINANCIAL CORPORATION,"0001130771","1,324,834,347"
"CENDERA FINANCIAL HOLDINGS, INC.","0001104567","1,324,834,349"
"INDUSTRY BANCSHARES, INC.","0002112439","1,324,834,350"
"SNB FINANCIAL, INC.","0001110278","1,324,834,353"
"LEGEND BANCORP, INC.","0001416578","1,324,834,356"
"TEXAS COUNTRY BANCSHARES, INC.","0001106990","1,324,834,357"
COMMERCIAL NATIONAL CORPORATION,"0001103207","1,324,834,358"
"BRENHAM BANCSHARES, INC.","0001108789","1,324,834,360"
"LONE STAR STATE BANCSHARES, INC.","0003641767","1,324,834,363"
"FIRST BURKBURNETT BANCSHARES, INC.","0001109544","1,324,834,368"
CAMERON FINANCIAL CORPORATION,"0002762384","1,324,834,373"
CENTRAL TEXAS FINANCIAL CORP.,"0003137729","1,324,834,374"
"METROPLEX NORTH BANCSHARES, INC.","0001107492","1,324,834,378"
"CHILDRESS BANCSHARES, INC.","0002007610","1,324,834,379"
"TRIPLE J FINANCIAL, INC.","0002952541","1,324,834,383"
"CITY NATIONAL BANCSHARES, INC.","0002215451","1,324,834,387"
COOPER LAKE FINANCIAL CORPORATION,"0001249280","1,324,834,392"
"CITIZENS BANCSHARES, INC.","0001102161","1,324,834,398"
DAINGERFIELD HOLDING COMPANY,"0003220836","1,324,834,400"
"F & M BANCSHARES, INC.","0002344641","1,324,834,408"
"BOH HOLDINGS, INC.","0005193420","1,324,834,414"
"EAGLE LAKE BANCSHARES, INC.","0002723648","1,324,834,415"
"MAPLE FINANCIAL HOLDINGS, INC.","0005136810","1,324,834,417"
"NEWFIRST FINANCIAL GROUP, INC.","0003213922","1,324,834,418"
"FIRST ELDORADO BANCSHARES, INC.","0002234863","1,324,834,419"
"INDUSTRY BANCSHARES, INC.","0002112439","1,324,834,428"
"FLOYD COUNTY BANCSHARES, INC.","0001104941","1,324,834,430"
"TEXAS GULF BANCSHARES, INC.","0001101726","1,324,834,438"
"MOODY BANCSHARES, INC.","0001107522","1,324,834,441"
"NATIONAL UNITED BANCSHARES, INC.","0003059773","1,324,834,444"
"GIDDINGS BANCSHARES, INC.","0001110193","1,324,834,446"
"FIRST GILMER BANKSHARES, INC.","0001246515","1,324,834,447"
"GILMER NATIONAL BANCSHARES, INC.","0002839969","1,324,834,448"
"BMC BANCSHARES, INC.","0003831625","1,324,834,453"
"FIRST GRAHAM BANCORP, INC.","0001107700","1,324,834,454"
FIRST GRANBURY BANCORPORATION,"0001105528","1,324,834,456"
"D2 ALLIANCES, LLC","0005139969","1,324,834,457"
"GRANGER BANCSHARES, INC.","0001137257","1,324,834,458"
"GROOM BANCSHARES, INC.","0001103234","1,324,834,461"
"HEBBRONVILLE REGIONAL BANCSHARES, INC.","0003828241","1,324,834,469"
"HENDERSON CITIZENS BANCSHARES, INC.","0001917600","1,324,834,471"
"HILLSBORO BANCSHARES, INC.","0003220274","1,324,834,476"
"FRONTIER BANCSHARES, INC.","0003412798","1,324,834,477"
CHALYBEATE SPRINGS CORPORATION,"0001838068","1,324,834,483"
"FIRST NATIONAL BANCSHARES OF HUNTSVILLE, INC.","0003018958","1,324,834,484"
"JACKSBORO NATIONAL BANCSHARES, INC.","0001104503","1,324,834,489"
"JANE AUSTIN CHAPMAN LIMITED PARTNERSHIP, L.P.","0003072660","1,324,834,490"
"FNBK HOLDINGS, INC.","0004805829","1,324,834,493"
"FIRST COMMUNITY BANCSHARES, INC.","0001108097","1,324,834,497"
"KLEBERG AND COMPANY BANKERS, INC.","0001104325","1,324,834,498"
NATIONAL BANK & TRUST EMPLOYEE STOCK OWNERSHIP PLAN WITH 401(K) PROVISIONS,"0003685109","1,324,834,501"
"FIRST TEXAS BANCORP, INC.","0001100813","1,324,834,504"
"FIRST LIBERTY NATIONAL BANCSHARES, INC.","0001233627","1,324,834,510"
"LINDEN BANCSHARES, INC.","0001104071","1,324,834,511"
"AIM BANCSHARES, INC.","0003183959","1,324,834,513"
FNB COMPANY,"0002504285","1,324,834,514"
BIG BEND BANCSHARES CORPORATION,"0001918081","1,324,834,521"
"2013 MONTE HULSE FAMILY IRREVOCABLE TRUST I, THE","0004577984","1,324,834,524"
MASON BANK EMPLOYEE'S STOCK OWNERSHIP PLAN AND TRUST,"0003026896","1,324,834,526"
"MCGREGOR BANCSHARES, INC.","0004619437","1,324,834,527"
"FALCON BANCORPORATION, INC.","0001241211","1,324,834,530"
"MENARD BANCSHARES, INC.","0002291295","1,324,834,531"
"MNB VENTURES, INC.","0003305434","1,324,834,532"
"BI-STONE BANCSHARES, INC.","0002227481","1,324,834,536"
"REYNOLDS, TEAGUE, THURMAN FINANCIAL CORP.","0003147353","1,324,834,544"
"MOUNT VERNON BANKSHARES, INC.","0001132850","1,324,834,548"
"MORRIS COUNTY BANKSHARES, INCORPORATED","0001103515","1,324,834,551"
"HILLISTER ENTERPRISES II, INC.","0003594890","1,324,834,555"
"NORMANGEE BANCSHARES, INC.","0004839310","1,324,834,559"
"ONB BANCSHARES, INC.","0003491869","1,324,834,566"
"FIRST PADUCAH BANCSHARES OF TEXAS, INC.","0002341565","1,324,834,567"
"PARIS BANCSHARES, INC.","0002465283","1,324,834,573"
"FIRSTPERRYTON BANCORP, INC.","0001108707","1,324,834,575"
"PERRYTON BANCSHARES, INC.","0002454773","1,324,834,576"
"PILOT POINT BANCORP, INC. ESOP","0003353837","1,324,834,577"
QUANAH FINANCIAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,"0002366755","1,324,834,586"
"TXRB HOLDINGS, INC.","0004215745","1,324,834,587"
QUITAQUE NATIONAL CORPORATION,"0003141034","1,324,834,588"
"BT HOLDINGS, INC.","0003488681","1,324,834,589"
VBT FINANCIAL CORPORATION,"0005278381","1,324,834,591"
WESTAMERICA BANCORPORATION,"0001025541","1,324,834,599"
FIRST NORTHERN COMMUNITY BANCORP,"0002880626","1,324,834,601"
MERCHANTS HOLDING COMPANY,"0002320403","1,324,834,607"
BANK OF AMERICA CORPORATION,"0001073757","1,324,834,611"
WELLS FARGO & COMPANY,"0001120754","1,324,834,612"
BNP PARIBAS,"0001231968","1,324,834,613"
"FNBMD BANCSHARES, INC.","0005113763","1,324,834,643"
"ARENZVILLE BANCORP, INC","0002734073","1,324,834,662"
"ANB BANCORP, INC.","0002971270","1,324,834,664"
"OLD SECOND BANCORP, INC.","0001206911","1,324,834,666"
"MASCOUTEN BANCORP, INC.","0001839177","1,324,834,670"
"MIDAMERICA NATIONAL BANCSHARES, INC.","0001206573","1,324,834,674"
EAGLE FINANCIAL CORP.,"0003958867","1,324,834,675"
"BUTLER POINT, INC.","0001246793","1,324,834,676"
"MB FINANCIAL, INC.","0001090987","1,324,834,685"
"TREYNOR BANCSHARES, INC.","0001207785","1,324,834,694"
FIRST AMERICAN BANK CORPORATION,"0001199974","1,324,834,708"
"ELGIN BANCSHARES, INC.","0001205268","1,324,834,712"
"ILLINOIS NATIONAL BANCORP, INC.","0001208054","1,324,834,714"
"PREMIER COMMERCE BANCORP, INC.","0004087830","1,324,834,722"
"COMMUNITY INVESTMENT GROUP, LTD.","0002909853","1,324,834,725"
FIRST LACON CORP.,"0001208988","1,324,834,733"
"LASALLE BANCORP, INC.","0001209323","1,324,834,735"
"LEMONT BANCORP, INC.","0001144059","1,324,834,736"
"MACKINAW VALLEY FINANCIAL SERVICES, INC.","0001417539","1,324,834,740"
"RESOURCE BANCSHARES, INC.","0001207945","1,324,834,742"
"MANHATTAN BANCSHARES, INC.","0001206603","1,324,834,743"
"FIRST MID-ILLINOIS BANCSHARES, INC.","0001206760","1,324,834,746"
"FIRST MIDWEST BANCORP, INC.","0001208184","1,324,834,748"
"WESTERN ILLINOIS BANCSHARES, INC.","0003356632","1,324,834,749"
"ILLINOIS VALLEY BANCORP, INC.","0001208504","1,324,834,751"
"FIRST OTTAWA BANCSHARES, INC.","0002791816","1,324,834,757"
"EDGAR COUNTY BANC SHARES, INC.","0002577766","1,324,834,760"
PROPHETSTOWN BANKING CO.,"0002198563","1,324,834,769"
"SULLIVAN BANCSHARES, INC. EMPLOYEE SAVINGS & RETIREMENT PLAN","0005043794","1,324,834,782"
"FIRST NEIGHBORHOOD BANCSHARES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","0002558505","1,324,834,784"
"TREMONT BANCORP, INC.","0001492497","1,324,834,786"
"UNION COUNTY BANCSHARES, INC.","0001142877","1,324,834,796"
HEADQUARTERS HOLDING COMPANY,"0001134603","1,324,834,797"
"FNB BARRY BANCORP, INC","0004805632","1,324,834,798"
"FIRST BROWNSTOWN BANCORP, INC","0002199083","1,324,834,806"
"CNB BANK SHARES, INC.","0001245460","1,324,834,811"
"SOUTHERN ILLINOIS BANCORP, INC.","0001098929","1,324,834,812"
PRIME BANC CORP.,"0001842355","1,324,834,822"
"FAIRFIELD BANCSHARES, INC.","0002107305","1,324,834,827"
"BRADFORD BANCORP, INC.","0002456919","1,324,834,833"
"SOUTH CENTRAL BANCORP, INC.","0003674710","1,324,834,838"
"FIRST MONTGOMERY BANCORP, INC.","0001099346","1,324,834,840"
LITCHFIELD BANCSHARES COMPANY,"0001248489","1,324,834,841"
"MARKET STREET BANCSHARES, INC.","0001250437","1,324,834,842"
"CITY NATIONAL BANKCORP, INC.","0001129672","1,324,834,847"
"MGB BANCSHARES, INC.","0001407071","1,324,834,850"
FIRST OF MURPHYSBORO CORP.,"0001097678","1,324,834,851"
"FARMERS AND MERCHANTS BANCSHARES, INC.","0002931331","1,324,834,854"
"OKAWVILLE BANCSHARES, INC.","0001248377","1,324,834,859"
"RAYMOND BANCORP, INC.","0001131303","1,324,834,862"
OLD NATIONAL BANCORP,"0001098303","1,324,834,864"
"FIRST SANDOVAL BANCORP, INC.","0001139523","1,324,834,866"
"FIRST BANCORP OF SPARTA, LTD.","0001099421","1,324,834,868"
FIRST VANDALIA CORP.,"0001099654","1,324,834,869"
"FIRST WATERLOO BANCSHARES, INC.","0001135404","1,324,834,870"
"LBT BANCSHARES, INC.","0001099195","1,324,834,873"
"CEDAR BANCORP, INC.","0003575264","1,324,834,874"
FIRST COMMUNITY BANCSHARES,"0003088643","1,324,834,876"
FIRST NATIONAL BANK OF NORTH ARKANSAS EMPLOYEE STOCK OWNERSHIP TRUST,"0002027412","1,324,834,880"
DEWITT FIRST BANKSHARES CORPORATION,"0001099243","1,324,834,884"
"BANCSHARES OF EASTERN ARKANSAS, INC.","0001099449","1,324,834,889"
FIRST BANK CORP,"0001491360","1,324,834,890"
"FIRST NATIONAL BANCORP, INC.","0002619349","1,324,834,893"
STATE HOLDING COMPANY,"0001100046","1,324,834,895"
"FIRST PARAGOULD BANKSHARES, INC.","0001119383","1,324,834,906"
SIMMONS FIRST NATIONAL CORPORATION,"0001094828","1,324,834,907"
FIRST NATIONAL CAPITAL CORPORATION,"0003288425","1,324,834,913"
FIRST NATIONAL CORPORATION OF WYNNE,"0001132159","1,324,834,914"
"FIRST BOTTINEAU, INC.","0001131237","1,324,834,918"
RAMSEY FINANCIAL CORPORATION AND AFFILIATES EMPLOYEE STOCK OWNERSHIP PLAN,"0003640434","1,324,834,922"
"JBS, INC.","0001134966","1,324,834,926"
ALERUS FINANCIAL CORPORATION,"0002067007","1,324,834,934"
"HATTON BANCSHARES, INC.","0003435957","1,324,834,936"
FISHBACK FINANCIAL CORPORATION,"0001123072","1,324,834,955"
DCNB HOLDING COMPANY,"0002359962","1,324,834,957"
"PHILIP BANCORPORATION, INC.","0001125683","1,324,834,966"
"SOUTH DAKOTA BANCSHARES, INC.","0001124060","1,324,834,969"
"MINNEHAHA BANSHARES, INC.","0001126354","1,324,834,973"
FIRST DAKOTA FINANCIAL CORPORATION,"0001404687","1,324,834,980"
"VISION BANCSHARES, INC.","0003292253","1,324,834,981"
"FIRST ALTUS BANCORP, INC.","0001056134","1,324,834,983"
NBC CORP. OF OKLAHOMA,"0001066003","1,324,834,984"
"MYERS BANCSHARES, INC.","0002107789","1,324,834,985"
"FIRST NATIONAL CORPORATION OF ARDMORE, INC.","0001055726","1,324,834,987"
"MIDSTATE BANCORP, INC.","0001054091","1,324,834,992"
"SPIRIT BANKCORP, INC.","0001062135","1,324,834,995"
FIRST BROKEN ARROW CORPORATION,"0001062050","1,324,834,997"
"ALLNATIONS BANCORPORATION, INC.","0003176559","1,324,834,998"
"FARMERS BANCAPITAL CORPORATION, THE","0001067907","1,324,835,000"
"PEOPLES NATIONAL BANCSHARES OF CHECOTAH, INC.","0001066852","1,324,835,005"
"ALFALFA COUNTY BANCSHARES, INC.","0001055708","1,324,835,007"
"FIRST INDEPENDENT BANCORP, INC.","0001065163","1,324,835,008"
"OKLAHOMA BANCORPORATION, INC.","0001065613","1,324,835,012"
FIRST COWETA CORPORATION,"0001063329","1,324,835,016"
"N.B.C. BANCSHARES IN PAWHUSKA, INC.","0001065565","1,324,835,020"
"SOUTHWEST CAPITAL, L.L.C.","0002912312","1,324,835,021"
"CITIZENS BANCSHARES, INC., ESOP","0003078215","1,324,835,029"
"WESTERN OKLAHOMA FINANCIAL SERVICES, INC.","0002293507","1,324,835,030"
"WESTERN OKLAHOMA BANCSHARES, INC.","0001062706","1,324,835,031"
CENTRAL SERVICE CORPORATION,"0001051465","1,324,835,035"
"ERICK BANCSHARES, INC.","0002209030","1,324,835,036"
"S N B BANCSHARES, INC.","0001064184","1,324,835,038"
"FAIRVIEW BANCSHARES, INC.","0001065211","1,324,835,040"
"GRIFFITH FAMILY FINANCIAL HOLDINGS, L.L.C.","0002816858","1,324,835,041"
"SOONER SOUTHWEST BANKSHARES, INC.","0002411619","1,324,835,052"
"HOOKER NATIONAL BANCSHARES, INC.","0001140060","1,324,835,060"
"LAVERNE BANCSHARES, INC.","0001067251","1,324,835,065"
"JRMB II, INC","0004208961","1,324,835,067"
FIRST LINDSAY CORPORATION,"0001917897","1,324,835,069"
"H. PAT HENSON COMPANY, THE","0001053526","1,324,835,075"
FIRST OF MCALESTER CORPORATION,"0001055762","1,324,835,076"
NBM CORPORATION,"0001056684","1,324,835,077"
BANK7 CORP,"0003256134","1,324,835,078"
"FIRST MIAMI BANCSHARES, INC.","0001061316","1,324,835,079"
REGENT CAPITAL CORPORATION,"0003632000","1,324,835,091"
"GRACE INVESTMENT COMPANY, INC. ESOP, THE","0003822687","1,324,835,092"
FIRST OKMULGEE CORPORATION,"0001056330","1,324,835,099"
VALLEY BANCSHARES INCORPORATED,"0001062715","1,324,835,102"
"GEORGE MADISON CORPORATION, THE","0001055397","1,324,835,104"
"PAWNEE HOLDING COMPANY, INC.","0001494343","1,324,835,105"
"CENTRAL BANCSHARES OF POTEAU, INC.","0001067411","1,324,835,107"
"FIRST PRYOR BANCORP, INC.","0002224408","1,324,835,110"
"MCCLAIN COUNTY BANCORPORATION, INC.","0001060485","1,324,835,111"
"AMERICAN BANCORPORATION, INC.","0001052220","1,324,835,114"
"SHATTUCK BANCSHARES, INC.","0001062416","1,324,835,120"
"STIGLER BANCORPORATION, INC.","0001142288","1,324,835,123"
"STROUD BANCORP., INC.","0001141058","1,324,835,127"
"TEXHOMA BANCSHARES, INC.","0001866306","1,324,835,131"
FIRST THOMAS BAN CORP.,"0001057636","1,324,835,132"
"FIRST BANCORP OF OKLAHOMA, INC.","0001058343","1,324,835,134"
BOK FINANCIAL CORPORATION,"0001883693","1,324,835,137"
"CRACO, INC.","0002072252","1,324,835,140"
"FIRST BETHANY BANCORP, INC.","0001051175","1,324,835,145"
"GARVIN COUNTY BANCSHARES, INC.","0002438205","1,324,835,147"
"INTERNATIONAL BANCSHARES OF OKLAHOMA, INC.","0001062975","1,324,835,150"
SHAMROCK BANCSHARES EMPLOYEE STOCK OWNERSHIP PLAN,"0002996648","1,324,835,151"
"DURANT BANCORP, INC.","0001058398","1,324,835,153"
SOUTHEAST CAPITAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,"0002107499","1,324,835,154"
CAMDEN NATIONAL CORPORATION,"0001130249","1,324,835,161"
"FIRST BANCORP, INC., THE","0001133932","1,324,835,162"
FINANCIAL CORPORATION OF LOUISIANA,"0002227182","1,324,835,180"
"JEANERETTE FIRST NATIONAL BANCORP, INC.","0001085303","1,324,835,182"
CAPITAL ONE FINANCIAL CORPORATION,"0002277860","1,324,835,189"
RNB CORP.,"0001141478","1,324,835,205"
FCN BANC CORP.,"0001134069","1,324,835,206"
FIRST NATIONAL BANK CORP.,"0001137529","1,324,835,208"
HORIZON BANCORP,"0001209136","1,324,835,239"
FIRST MERCHANTS CORPORATION,"0001208559","1,324,835,242"
FIRST FINANCIAL CORPORATION,"0001208595","1,324,835,257"
LNB COMMUNITY BANCORP,"0002807007","1,324,835,270"
SVB&T CORPORATION,"0001098385","1,324,835,289"
FIRST CITIZENS FINANCIAL CORP.,"0001203509","1,324,835,300"
W. J. YOUNG & CO.,"0001234491","1,324,835,303"
DENTEL BANCORPORATION,"0001133615","1,324,835,304"
NORTHWEST FINANCIAL CORP.,"0001978713","1,324,835,307"
FIRST NATIONAL BANCORP,"0002247498","1,324,835,316"
"A. M. SAYLOR, INCORPORATED","0001200142","1,324,835,320"
"MIDSTATES BANCSHARES, INC.","0001825367","1,324,835,321"
"LOGAN BANCORPORATION, INC.","0001492282","1,324,835,327"
"MANNING FINANCIAL SERVICES, INC.","0001491838","1,324,835,328"
"UNITED IOWA BANCSHARES, INC.","0001200964","1,324,835,333"
SECURITY NATIONAL CORPORATION,"0001200348","1,324,835,349"
"FNC., INC.","0002511322","1,324,835,353"
TAMA COUNTY ABSTRACT COMPANY,"0001200179","1,324,835,354"
FIRST OF WAVERLY CORPORATION,"0001206395","1,324,835,358"
"PAGE BANCSHARES, INC.","0003201086","1,324,835,363"
"YOUNG PARTNERS, L.P.","0003299207","1,324,835,370"
"CENTRAL BANCOMPANY, INC","0001094314","1,324,835,371"
"CENTRAL BANCOMPANY, INC","0001094314","1,324,835,372"
LANDRUM COMPANY,"0001054514","1,324,835,373"
"NORTHERN MISSOURI BANCSHARES, INC.","0001249495","1,324,835,374"
"CARDINAL BANCORP, INC.","0001140930","1,324,835,382"
"CENTRAL BANCOMPANY, INC","0001094314","1,324,835,383"
"PARIS BANCSHARES, INC.","0001099065","1,324,835,388"
"CENTRAL BANCOMPANY, INC","0001094314","1,324,835,398"
"1889 BANCSHARES, INC.","0002090751","1,324,835,415"
EXCHANGE BANKSHARES CORPORATION OF KANSAS,"0001054000","1,324,835,432"
"RAWLINS BANCSHARES, INC.","0001062854","1,324,835,434"
"AMERICAN BANCSHARES, INC.","0001065444","1,324,835,436"
"PRAIRIE STAR BANCSHARES, INC.","0001058624","1,324,835,437"
"FIRST NATIONAL BANKSHARES OF BELOIT, INC.","0001063244","1,324,835,441"
"FIRST CENTRALIA BANCSHARES, INC.","0001067916","1,324,835,444"
"FIRST NATIONAL AGENCY, INC.","0001051625","1,324,835,446"
"MIDWEST COMMUNITY BANCSHARES, INC.","0001053384","1,324,835,454"
NORCON FINANCIAL CORP.,"0002338033","1,324,835,457"
"DIGHTON NATIONAL BANCSHARES, INC.","0001066946","1,324,835,461"
"FNB BANCSHARES, INC.","0004328083","1,324,835,466"
"GREENWOOD COUNTY FINANCIAL SERVICES, INC.","0001141722","1,324,835,468"
DICKINSON FINANCIAL CORPORATION II,"0002107707","1,324,835,470"
"FIRST FRANKFORT BANCSHARES, INC.","0001064595","1,324,835,472"
"MID-AMERICA BANCSHARES, INC.","0001051269","1,324,835,474"
"GN BANKSHARES, INC.","0001064915","1,324,835,475"
"PADGETT AGENCY, INC.","0001055669","1,324,835,479"
"MOHLER BANCSHARES, INC.","0002009717","1,324,835,483"
"HOPE BANCSHARES, INC.","0001472079","1,324,835,488"
"ELK COUNTY BANCSHARES, INC.","0001062863","1,324,835,490"
"FIRST KANSAS BANCSHARES, INC.","0001139354","1,324,835,493"
"CENTRAL OF KANSAS, INC.","0001064429","1,324,835,496"
"VALLEY VIEW BANCSHARES, INC.","0001050712","1,324,835,498"
"KING BANCSHARES, INC.","0001061987","1,324,835,500"
"MARION BANCSHARES, INC.","0002857552","1,324,835,518"
"REPUBLIC BANCSHARES, INC.","0002411628","1,324,835,523"
"SOUTHEAST BANCSHARES, INC.","0002124795","1,324,835,524"
"FIRST NEWTON BANKSHARES, INC.","0001050776","1,324,835,525"
MIDLAND FINANCIAL CORPORATION,"0001928437","1,324,835,526"
"OSAWATOMIE AGENCY, INC., THE","0001053777","1,324,835,533"
"OSBORNE INVESTMENTS, INC.","0001055717","1,324,835,534"
"OVERBROOK BANKSHARES, INC.","0001063776","1,324,835,538"
"GOLDEN PLAINS BANKSHARES, INC.","0001066432","1,324,835,542"
SJN BANC CO,"0002796857","1,324,835,550"
FIRSTSUN CAPITAL BANCORP,"0001066713","1,324,835,551"
HOEME FAMILY PARTNERSHIP,"0002260095","1,324,835,553"
"SOLOMON BANCSHARES, INC.","0001063141","1,324,835,556"
"SPEARVILLE BANCSHARES, INC.","0003391642","1,324,835,557"
"FARMERS NATIONAL BANCSHARES, INC.","0001980592","1,324,835,558"
"SUMMERFIELD FINANCIAL SERVICES, LLC","0003822632","1,324,835,561"
"LEGACY FINANCIAL, INC.","0004442699","1,324,835,562"
EMPRISE FINANCIAL CORPORATION,"0001135824","1,324,835,569"
"WAMEGO BANCSHARES, INC.","0001060524","1,324,835,571"
"WASHINGTON 1ST BANCO, INC.","0001055584","1,324,835,572"
"MEADER INSURANCE AGENCY, INC.","0001051371","1,324,835,573"
TRI-COUNTY FINANCIAL CORPORATION,"0004419301","1,324,835,575"
INTRUST FINANCIAL CORPORATION,"0001064278","1,324,835,578"
REPUBLIC FINANCIAL CORPORATION,"0001131451","1,324,835,580"
"DELMARVA BANCSHARES, INC.","0002706726","1,324,835,591"
"SHORE BANCSHARES, INC.","0002429838","1,324,835,592"
FIRST UNITED CORPORATION,"0001132672","1,324,835,605"
"SANDY SPRING BANCORP, INC.","0001248304","1,324,835,610"
"MOUNTAIN COMMERCE BANCORP, INC.","0003416965","1,324,835,645"
FCB CORPORATION,"0001085488","1,324,835,664"
FIRST MCMINNVILLE CORPORATION,"0001086449","1,324,835,665"
"FIRST PIKEVILLE BANCSHARES, INC.","0001082834","1,324,835,672"
